question_id,question,difficulty,generation_time_formatted,generation_time_seconds
34,อัตราฟรีสำหรับนักเรียนอายุระหว่าง 5 ถึง 17 ปีในโรงเรียนที่ดำเนินการโดย Kacey Gibson คือเท่าใด,moderate,5.58 วินาที,5.582918882369995
35,ที่อยู่อีเมลของผู้ดูแลระบบของโรงเรียนเหมาลำที่มีนักเรียนน้อยที่สุดที่ลงทะเบียนเรียนในระดับ 1 ถึง 12 คืออะไร,moderate,5.16 วินาที,5.159893989562988
36,"โรงเรียนที่มีจำนวนนักเรียนทำคะแนน SAT ได้ตั้งแต่ 1,500 คนขึ้นไปอยู่ภายใต้การบริหารของใคร ระบุชื่อเต็มของพวกเขา",challenging,8.64 วินาที,8.641731977462769
37,ที่อยู่ที่สมบูรณ์ของโรงเรียนที่มีอัตราความเป็นเลิศต่ำที่สุดคืออะไร? ระบุถนน เมือง รหัสไปรษณีย์ และรัฐ,moderate,5.47 วินาที,5.467256784439087
38,"เว็บเพจของโรงเรียน Los Angeles County ที่มีผู้สอบระหว่าง 2,000 ถึง 3,000 คนมีอะไรบ้าง",simple,10.86 วินาที,10.861387014389038
39,จำนวนผู้สอบโดยเฉลี่ยจากโรงเรียนเฟรสโนที่เปิดระหว่าง 1/1/1980 ถึง 12/31/1980 คือเท่าใด,simple,15.12 วินาที,15.120252847671509
40,หมายเลขโทรศัพท์ของโรงเรียนที่มีคะแนนเฉลี่ยการอ่านต่ำสุดใน Fresno Unified คืออะไร?,moderate,9.25 วินาที,9.252891063690186
41,รายชื่อโรงเรียนเสมือนที่อยู่ใน 5 อันดับแรกในมณฑลของตน โดยพิจารณาจากคะแนนการอ่านโดยเฉลี่ย,simple,9.57 วินาที,9.570003271102905
42,ประเภทของการศึกษาที่เปิดสอนในโรงเรียนที่ทำคะแนนเฉลี่ยสูงสุดในวิชาคณิตศาสตร์คืออะไร?,simple,5.49 วินาที,5.489912033081055
43,คะแนนเฉลี่ยคณิตศาสตร์ของโรงเรียนที่มีคะแนนเฉลี่ยต่ำที่สุดสำหรับทุกวิชาคือเท่าใด และตั้งอยู่ในเขตใด,moderate,8.22 วินาที,8.224838733673096
44,"คะแนนการเขียนเฉลี่ยของโรงเรียนที่มีจำนวนผู้เข้าสอบมากที่สุดซึ่งมีคะแนน SAT รวมมากกว่าหรือเท่ากับ 1,500 เป็นเท่าใด ระบุเมืองที่โรงเรียนตั้งอยู่",simple,10.91 วินาที,10.90637993812561
45,คะแนนการเขียนเฉลี่ยของแต่ละโรงเรียนที่บริหารโดย Ricci Ulrich เป็นเท่าใด รายชื่อโรงเรียนและคะแนนการเขียนโดยเฉลี่ยที่เกี่ยวข้อง,moderate,6.38 วินาที,6.377748250961304
46,โรงเรียนพิเศษของรัฐใดมีจำนวนผู้ลงทะเบียนตั้งแต่เกรด 1 ถึงเกรด 12 มากที่สุด,simple,6.81 วินาที,6.8086700439453125
47,จำนวนโรงเรียนโดยเฉลี่ยต่อเดือนที่เปิดในเขตอาลาเมดาภายใต้เขตอำนาจของเขตการศึกษาประถมศึกษาในปี 1980 คือเท่าใด,moderate,8.62 วินาที,8.6163649559021
48,อัตราส่วนของโรงเรียน Unified School District ที่รวมใน Orange County กับโรงเรียน Elementary School District ที่รวมเข้าด้วยกันคือเท่าใด,moderate,10.52 วินาที,10.519150733947754
49,จังหวัดใดมีจำนวนโรงเรียนปิดมากที่สุด? กรุณาระบุชื่อของแต่ละโรงเรียนและวันที่ปิดทำการ,moderate,7.32 วินาที,7.316134929656982
50,ที่อยู่ทางไปรษณีย์ของโรงเรียนที่มีคะแนนเฉลี่ยคณิตศาสตร์สูงสุดอันดับที่ 7 คืออะไร ระบุชื่อโรงเรียน,simple,4.07 วินาที,4.07208514213562
51,ที่อยู่ทางไปรษณีย์ใดที่คุณสามารถหาโรงเรียนที่มีคะแนนเฉลี่ยในการอ่านต่ำที่สุดได้ แจ้งชื่อโรงเรียนด้วย,simple,5.08 วินาที,5.080091953277588
52,"จำนวนโรงเรียนทั้งหมดที่มีคะแนน SAT รวมมากกว่าหรือเท่ากับ 1,500 ซึ่งมีเมืองส่งไปรษณีย์คือ Lakeport คือเท่าใด",simple,5.64 วินาที,5.637518882751465
53,มีผู้สอบจำนวนกี่คนที่โรงเรียนซึ่งมีที่อยู่ทางไปรษณีย์อยู่ในเฟรสโน,simple,8.60 วินาที,8.595635890960693
54,โปรดระบุโรงเรียนทั้งหมดและรหัสไปรษณีย์ที่เกี่ยวข้องซึ่งอยู่ภายใต้การบริหารของ Avetik Atoian,simple,4.24 วินาที,4.23799204826355
55,ในบรรดาโรงเรียนที่มีที่อยู่ทางไปรษณีย์ในรัฐแคลิฟอร์เนีย อัตราส่วนของโรงเรียนที่ตั้งอยู่ในเขต Colusa กับโรงเรียนที่ตั้งอยู่ในเขต Humboldt เป็นเท่าใด,moderate,8.89 วินาที,8.893993854522705
56,ในบรรดาโรงเรียนทั้งหมดที่มีที่อยู่ทางไปรษณีย์ในรัฐแคลิฟอร์เนีย มีโรงเรียนกี่แห่งที่เปิดดำเนินการในเมือง San Joaquin,simple,5.73 วินาที,5.728692293167114
57,หมายเลขโทรศัพท์และหมายเลขต่อพ่วงของโรงเรียนที่มีคะแนนการเขียนเฉลี่ยสูงสุดอันดับที่ 333 คืออะไร?,simple,4.95 วินาที,4.947983741760254
58,หมายเลขโทรศัพท์และหมายเลขต่อขยายของโรงเรียนที่มีรหัสไปรษณีย์ 95203-3704 คืออะไร? ระบุชื่อโรงเรียน,simple,5.34 วินาที,5.342950820922852
59,เว็บไซต์สำหรับโรงเรียนภายใต้การบริหารของ Mike Larson และ Dante Alvarez คืออะไร?,simple,7.95 วินาที,7.949149131774902
60,เว็บไซต์ของโรงเรียนเช่าเหมาลำเสมือนบางส่วนทั้งหมดที่ตั้งอยู่ใน San Joaquin คืออะไร,simple,4.09 วินาที,4.094464063644409
61,มีโรงเรียนเหมาลำจำนวนกี่แห่งที่ตั้งอยู่ในเมืองฮิคแมนที่เป็นของเขตการศึกษาประถมศึกษา,simple,5.12 วินาที,5.119036912918091
62,จำนวนโรงเรียนที่ไม่เช่าเหมาลำในเขตลอสแอนเจลิสทั้งหมดที่มีเปอร์เซ็นต์ (%) ของอาหารฟรีที่เข้าเกณฑ์สำหรับเกรด 1 ถึง 12 ที่น้อยกว่า 0.18% คือเท่าใด,challenging,6.01 วินาที,6.007812976837158
63,ในโรงเรียนเหมาลำที่มีกฎบัตรหมายเลข 00D2 ผู้บริหารทั้งหมดชื่ออะไร รวมชื่อโรงเรียนและเมืองที่สังกัด,simple,4.37 วินาที,4.367125034332275
64,จำนวนโรงเรียนทั้งหมดที่มีเมืองส่งไปรษณีย์ใน Hickman อยู่ภายใต้กฎบัตรหมายเลข 00D4 คือเท่าใด,simple,5.47 วินาที,5.469992160797119
65,อัตราส่วนเป็นเปอร์เซ็นต์ของโรงเรียนซานตาคลาราเคาน์ตี้ที่ได้รับทุนสนับสนุนในท้องถิ่นเมื่อเปรียบเทียบกับเงินทุนสำหรับโรงเรียนเช่าเหมาลำประเภทอื่นทั้งหมดคือเท่าใด,moderate,12.46 วินาที,12.460490942001343
66,ระหว่างวันที่ 1/1/2000 ถึง 31/12/2005 มีโรงเรียนที่ได้รับทุนสนับสนุนโดยตรงกี่แห่งที่เปิดดำเนินการในเขตสตานิสลอส,simple,9.63 วินาที,9.625916957855225
67,จำนวนเงินรวมของการปิด Community College District ในปี 1989 ในเมืองซานฟรานซิสโกคือเท่าใด,simple,8.02 วินาที,8.019304990768433
68,เทศมณฑลใดรายงานจำนวนการปิดโรงเรียนมากที่สุดในทศวรรษ 1980 โดยมีรหัสความเป็นเจ้าของโรงเรียนที่เป็นของ Youth Authority Facilities (CEA),moderate,8.61 วินาที,8.609579086303711
69,โปรดระบุหมายเลขประจำตัวของเขตโรงเรียนของศูนย์สถิติการศึกษาแห่งชาติสำหรับโรงเรียนทุกแห่งที่มีรหัสการเป็นเจ้าของโรงเรียนซึ่งเป็นส่วนหนึ่งของโรงเรียนพิเศษของรัฐ,simple,4.96 วินาที,4.958729982376099
70,มีโรงเรียนประจำเขต Community Day ที่ยังเปิดดำเนินการและปิดอยู่กี่แห่งในเขตอัลไพน์,simple,5.51 วินาที,5.512074947357178
71,รหัสเขตของโรงเรียนที่ไม่มีโปรแกรมแม่เหล็กในเมืองเฟรสโนคืออะไร,simple,4.29 วินาที,4.292421817779541
72,มีนักเรียนอายุ 5 ถึง 17 ปีลงทะเบียนเรียนที่โรงเรียน State Special School ในฟรีมอนต์สำหรับปีการศึกษา 2014-2015 จำนวนกี่คน,moderate,10.29 วินาที,10.285297155380249
73,จำนวนมื้ออาหารฟรีหรือลดราคาสำหรับเด็กอายุ 5 ถึง 17 ปีใน Youth Authority School ซึ่งมีที่อยู่ทางไปรษณีย์คือตู้ ป.ณ. 1040,simple,7.12 วินาที,7.115696907043457
74,เกรดต่ำสุดสำหรับโรงเรียน Consortia การศึกษาพิเศษประจำเขต โดยมีศูนย์สถิติการศึกษาแห่งชาติ หมายเลขประจำตัวเขตการศึกษา 0613360,moderate,10.01 วินาที,10.011759996414185
75,ชื่อระดับการศึกษาของโรงเรียนที่มี Breakfast Provision 2 ในรหัสเทศมณฑล 37 คืออะไร ระบุชื่อโรงเรียน,simple,4.85 วินาที,4.845163106918335
76,ที่ตั้งของเมืองของโรงเรียนระดับมัธยมปลายที่มีการจัดหาอาหารกลางวัน 2 ซึ่งมีเกรดต่ำสุดคือ 9 และเกรดสูงสุดคือ 12 ในเขตเมอร์เซดคืออะไร,moderate,7.31 วินาที,7.313204050064087
77,โรงเรียนใดบ้างที่เปิดสอนช่วงชั้นอนุบาลถึงชั้นประถมศึกษาปีที่ 9 ในเขตลอสแอนเจลิส และเปอร์เซ็นต์ (%) FRPM ที่มีสิทธิ์ (อายุ 5-17 ปี) เป็นเท่าใด,moderate,8.15 วินาที,8.145510911941528
78,ช่วงเกรดประเภทใดที่ใช้กันมากที่สุดในเมือง Adelanto?,simple,6.65 วินาที,6.651867866516113
79,ระหว่างซานดิเอโกและซานตาบาร์บารา เคาน์ตีใดมีโรงเรียนจำนวนมากที่สุดที่ไม่มีอาคารเรียน ระบุจำนวนเงิน,moderate,8.91 วินาที,8.909322023391724
80,โรงเรียนประเภทใดของโรงเรียนที่มีละติจูดสูงสุด? ระบุชื่อโรงเรียนและพิกัดละติจูด,simple,3.59 วินาที,3.5897181034088135
81,ในเมืองใดที่คุณจะพบโรงเรียนในรัฐแคลิฟอร์เนียซึ่งมีพิกัดละติจูดต่ำสุดและเกรดต่ำสุดคือเท่าไร ระบุชื่อโรงเรียน,moderate,8.96 วินาที,8.962926149368286
82,โรงเรียนที่มีลองจิจูดสูงสุดเปิดสอนช่วงเกรดเป็นเท่าใด,simple,3.21 วินาที,3.208732843399048
83,ในบรรดาโรงเรียนที่เปิดสอนโปรแกรมแม่เหล็กที่เปิดสอนช่วงชั้นอนุบาลถึงชั้นประถมศึกษาปีที่ 8 มีโรงเรียนกี่แห่งที่เปิดสอนประเภทการเตรียมการหลายประเภท ระบุจำนวนเมืองที่เปิดสอนช่วงชั้นอนุบาลถึงชั้นประถมศึกษาปีที่ 8 และระบุว่ามีโรงเรียนกี่แห่งที่เปิดสอนช่วงระดับชั้นดังกล่าวสำหรับแต่ละเมือง,challenging,7.91 วินาที,7.911808729171753
84,ชื่อ 2 ชื่อที่พบบ่อยที่สุดในหมู่ผู้บริหารโรงเรียนคืออะไร? ระบุเขตที่ตนบริหารจัดการอยู่,simple,11.74 วินาที,11.735791206359863
85,เปอร์เซ็นต์ (%) ที่มีสิทธิ์ฟรี (K-12) คืออะไรในโรงเรียนที่บริหารงานโดยผู้ดูแลระบบซึ่งมีชื่อแรกคืออลูซีน ระบุรหัสเขตของโรงเรียน,moderate,7.07 วินาที,7.065516948699951
86,นามสกุลของผู้บริหารที่ดูแลโรงเรียนตามกฎบัตรหมายเลข 40 คืออะไร? ระบุเขต อำเภอที่โรงเรียนตั้งอยู่ และชื่อโรงเรียน,simple,8.31 วินาที,8.310246229171753
87,ที่อยู่อีเมลที่ถูกต้องของผู้ดูแลระบบของโรงเรียนที่ตั้งอยู่ในเขต San Bernardino เมือง San Bernardino City Unified ที่เปิดระหว่างวันที่ 1/1/2009 ถึง 31/12/2010 ซึ่งประเภทโรงเรียนเป็นโรงเรียนระดับกลาง/มัธยมต้นและโรงเรียนแบบรวมสาธารณะ,challenging,12.09 วินาที,12.086618185043335
88,"ที่อยู่อีเมลของผู้ดูแลระบบสำหรับโรงเรียนที่มีจำนวนผู้สอบสูงสุดที่ได้รับคะแนน SAT อย่างน้อย 1,500 คืออะไร? ระบุชื่อโรงเรียน",simple,9.65 วินาที,9.650601863861084
89,มีบัญชีกี่บัญชีที่เลือกออกหลังการทำธุรกรรมและอยู่ในภูมิภาคโบฮีเมียตะวันออก,moderate,16.45 วินาที,16.454339027404785
90,มีบัญชีกี่บัญชีที่มีภูมิภาคในกรุงปรากจึงมีสิทธิ์ได้รับสินเชื่อ,simple,5.20 วินาที,5.195324897766113
91,อัตราการว่างงานเฉลี่ยปี 2538 และ 2539 ข้อใดมีเปอร์เซ็นต์สูงกว่า,simple,9.51 วินาที,9.506541013717651
92,"ออกรายการหมายเลข ของเขตที่มีเงินเดือนเฉลี่ยหญิงมากกว่า 6,000 แต่น้อยกว่า 10,000?",simple,5.39 วินาที,5.387829065322876
93,"ลูกค้าชายที่อาศัยอยู่ในโบฮีเมียเหนือมีเงินเดือนเฉลี่ยมากกว่า 8,000 คนกี่คน?",moderate,11.54 วินาที,11.535059928894043
94,แสดงรายการหมายเลขบัญชีของลูกค้าหญิงที่มีอายุมากที่สุดและมีเงินเดือนเฉลี่ยต่ำสุด คำนวณช่องว่างระหว่างเงินเดือนเฉลี่ยต่ำสุดกับเงินเดือนเฉลี่ยสูงสุดหรือไม่,challenging,9.52 วินาที,9.51601791381836
95,แสดงรายการหมายเลขบัญชีของลูกค้าที่อายุน้อยที่สุดและมีเงินเดือนเฉลี่ยสูงสุด?,moderate,7.72 วินาที,7.716928958892822
96,มีลูกค้ากี่รายที่เลือกใบแจ้งยอดการออกรายสัปดาห์เป็นเจ้าของ,simple,3.98 วินาที,3.982028007507324
97,แสดงรายการหมายเลขประจำตัวของลูกค้าที่เลือกใบแจ้งยอดการออกหลังการทำธุรกรรมเป็น Disponent?,simple,8.00 วินาที,8.00065803527832
98,ในบรรดาบัญชีที่ได้รับอนุมัติวันที่กู้ยืมในปี 1997 ให้ระบุบัญชีที่มีจำนวนเงินอนุมัติต่ำสุดและเลือกใบแจ้งยอดการออกรายสัปดาห์,moderate,10.52 วินาที,10.52356505393982
99,ในบรรดาบัญชีที่มีอายุสินเชื่อมากกว่า 12 เดือน ให้ระบุบัญชีที่มีวงเงินอนุมัติสูงสุดและมีวันเปิดบัญชีในปี 2536,moderate,7.01 วินาที,7.0081627368927
100,ในบรรดาบัญชีที่เปิด มีลูกค้าผู้หญิงกี่คนที่เกิดก่อนปี 1950 และอาศัยอยู่ใน Sokolov,moderate,13.46 วินาที,13.463028907775879
101,รายชื่อบัญชีที่มีวันซื้อขายเร็วที่สุดในปี 1995 ?,simple,4.76 วินาที,4.764942169189453
102,"ระบุบัญชีอื่นที่มีวันเปิดบัญชีก่อนปี 1997 และเป็นเจ้าของเงินจำนวนมากกว่า 3,000USD",simple,7.55 วินาที,7.5478198528289795
103,ลูกค้ารายใดที่ออกบัตรของตนในปี 1994/3/3 ให้ระบุรหัสลูกค้าของเขา/เธอ,simple,9.18 วินาที,9.180660009384155
104,ธุรกรรม 840 USD เกิดขึ้นในปี 1998/10/57 บัญชีนี้เปิดเมื่อใด,simple,5.82 วินาที,5.824465990066528
105,มีอนุมัติเงินกู้เมื่อ 2537/8/25 บัญชีนั้นเปิดที่ไหนให้ระบุรหัสอำเภอสาขา,simple,8.08 วินาที,8.077282905578613
106,จำนวนเงินสูงสุดของการทำธุรกรรมที่ลูกค้าซึ่งเปิดบัตรในปี 1996/10/21 คือเท่าใด?,simple,13.51 วินาที,13.510942935943604
107,ลูกค้าที่มีอายุมากที่สุดที่เปิดบัญชีในสาขาเงินเดือนเฉลี่ยสูงสุดคือเพศใด?,simple,10.42 วินาที,10.418715953826904
108,สำหรับลูกค้าที่สมัครสินเชื่อที่ใหญ่ที่สุด ธุรกรรมแรกของเขา/เธอคือเท่าใดหลังจากเปิดบัญชี?,simple,9.50 วินาที,9.502151727676392
109,มีลูกค้ากี่รายที่เปิดบัญชีในสาขา Jesenik ที่เป็นผู้หญิง?,simple,6.31 วินาที,6.312861204147339
110,รหัสการจัดการของลูกค้าที่ทำธุรกรรม 5100 USD ในปี 1998/9/2 คืออะไร?,simple,5.13 วินาที,5.129701852798462
111,มีกี่บัญชีที่ถูกเปิดใน Litomerice ในปี 1996,simple,10.07 วินาที,10.06865906715393
112,สำหรับลูกค้าผู้หญิงที่เกิดปี 1976/1/29 เธอเปิดบัญชีเขตไหนคะ?,simple,9.76 วินาที,9.75554895401001
113,สำหรับลูกค้าที่สมัครสินเชื่อ 98832 USD ในปี 1/3/39 วันเกิดของเขา/เธอคือเมื่อไหร่?,simple,10.46 วินาที,10.463485956192017
114,สำหรับลูกค้ารายแรกที่เปิดบัญชีของเขา/เธอในปราก รหัสบัญชีของเขา/เธอคืออะไร?,simple,9.45 วินาที,9.45106315612793
115,สำหรับสาขาที่ตั้งอยู่ทางตอนใต้ของโบฮีเมียซึ่งมีประชากรมากที่สุด ลูกค้าผู้ชายคิดเป็นเปอร์เซ็นต์เท่าไร?,challenging,13.65 วินาที,13.65420389175415
116,สำหรับลูกค้าที่ได้รับอนุมัติสินเชื่อครั้งแรกในปี 1993/7/59 อัตราการเพิ่มยอดเงินในบัญชีของเขา/เธอจาก 1993/3/25 เป็น 1998/12/27 เป็นเท่าใด,challenging,18.54 วินาที,18.54263663291931
117,เปอร์เซ็นต์ของวงเงินกู้ที่ชำระเต็มจำนวนโดยไม่มีปัญหาคือเท่าใด,moderate,5.91 วินาที,5.912396192550659
118,"สำหรับวงเงินกู้น้อยกว่า 100,000 ดอลลาร์สหรัฐ เปอร์เซ็นต์ของบัญชีที่ยังคงทำงานอยู่โดยไม่มีปัญหาคือเท่าใด",moderate,7.16 วินาที,7.16126012802124
119,สำหรับบัญชีในปี 1993 ที่มีใบแจ้งยอดหลังการทำธุรกรรม ให้ระบุรหัสบัญชี ชื่อเขต และภูมิภาคของเขต,moderate,12.83 วินาที,12.830546140670776
120,ตั้งแต่ปี 1995 ถึง 2000 ซึ่งเป็นเจ้าของบัญชีจาก 'โบฮีเมียตะวันออก' ระบุรหัสบัญชีความถี่ในการออกใบแจ้งยอด,moderate,13.53 วินาที,13.532951593399048
121,ระบุรหัสบัญชีและวันเปิดบัญชีสำหรับบัญชีจาก 'ประชาทิซ',simple,7.95 วินาที,7.9519453048706055
122,ระบุเขตและภูมิภาคสำหรับรหัสสินเชื่อ '4990',simple,7.12 วินาที,7.119519948959351
123,"ระบุรหัสบัญชี เขต และภูมิภาคสำหรับวงเงินกู้ที่มากกว่า 300,000 เหรียญสหรัฐ",simple,9.43 วินาที,9.430216073989868
124,ระบุรหัสสินเชื่อ เขต และเงินเดือนเฉลี่ยสำหรับการกู้ยืม โดยมีระยะเวลา 60 เดือน,simple,12.04 วินาที,12.036255836486816
125,สำหรับสัญญาเงินกู้ที่ยังคงดำเนินการอยู่ในกรณีที่ลูกค้ามีหนี้สิน ให้ระบุเขตของ และระบุเปอร์เซ็นต์อัตราการว่างงานที่เพิ่มขึ้นตั้งแต่ปี 1995 ถึง 1996,challenging,11.55 วินาที,11.554203987121582
126,คำนวณเปอร์เซ็นต์ของบัญชีจากเขต 'Decin' สำหรับบัญชีทั้งหมดที่เปิดในปี 1993,simple,13.81 วินาที,13.809712171554565
127,แสดงรายการรหัสบัญชีพร้อมการออกใบแจ้งยอดรายเดือน,simple,5.58 วินาที,5.579586029052734
