question_id,question,difficulty,generation_time_formatted,generation_time_seconds
62,What is the total number of non-chartered schools in the county of Los Angeles with a percent (%) of eligible free meals for grades 1 through 12 that is less than 0.18%?,challenging,2.18 วินาที,2.1764798164367676
63,"In chartered schools with charter number 00D2, what are the names of all the administrators? Include the name of the school and the city to which it belongs",simple,1.51 วินาที,1.5079631805419922
64,What is the total number of schools with a mailing city in Hickman belonging to the charter number 00D4?,simple,1.24 วินาที,1.2431018352508545
65,What is the ratio in percentage of Santa Clara County schools that are locally funded compared to all other types of charter school funding?,moderate,1.26 วินาที,1.2647759914398193
66,"Between 1/1/2000 to 12/31/2005, how many directly funded schools opened in the county of Stanislaus?",simple,1.81 วินาที,1.8145887851715088
67,What is the total amount of Community College District closure in 1989 in the city of San Francisco?,simple,0.80 วินาที,0.7983038425445557
68,Which county reported the most number of school closure in the 1980s with school wonership code belonging to Youth Authority Facilities (CEA)?,moderate,1.40 วินาที,1.3964049816131592
69,Please provide the National Center for Educational Statistics school district identification number for all schools with a School Ownership Code that are part of the State Special Schools.,simple,0.69 วินาที,0.6900639533996582
70,How many active and closed District Community Day Schools are there in the county of Alpine?,simple,0.82 วินาที,0.819918155670166
71,What is the district code for the School that does not offer a magnet program in the city of Fresno?,simple,1.17 วินาที,1.165045976638794
72,How many students from the ages of 5 to 17 are enrolled at the State Special School school in Fremont for the 2014-2015 academic year?,moderate,1.24 วินาที,1.2407279014587402
73,What is the free or reduced price meal count for ages 5 to 17 in the Youth Authority School with a mailing street address of PO Box 1040?,simple,1.15 วินาที,1.147205114364624
74,What is the lowest grade for the District Special Education Consortia School with National Center for Educational Statistics school district identification number of 0613360?,moderate,0.91 วินาที,0.9141957759857178
75,What is the educational level name for the schools with Breakfast Provision 2 in county code 37? Indicate the name of the school.,simple,0.87 วินาที,0.8658730983734131
76,What is the city location of the high school level school with Lunch Provision 2 whose lowest grade is 9 and the highest grade is 12 in the county of Merced?,moderate,1.67 วินาที,1.6746511459350586
77,Which schools served a grade span of Kindergarten to 9th grade in the county of Los Angeles and what is its Percent (%) Eligible FRPM (Ages 5-17)?,moderate,1.91 วินาที,1.9116830825805664
78,What is the most common type of grade span served in the city of Adelanto?,simple,1.20 วินาที,1.2039198875427246
79,"Between San Diego and Santa Barbara, which county offers the most number of schools that does not offer physical building? Indicate the amount.",moderate,1.31 วินาที,1.3094651699066162
80,What is the school type of the school with the highest latitude? Indicate the name of the school as well as the latitude coordinates.,simple,1.31 วินาที,1.3057751655578613
81,In which city can you find the school in the state of California with the lowest latitude coordinates and what is its lowest grade? Indicate the school name.,moderate,1.10 วินาที,1.1025691032409668
82,What is the grade span offered in the school with the highest longitude?,simple,0.99 วินาที,0.9890570640563965
83,"Of the schools that offers a magnet program serving a grade span of Kindergarten to 8th grade, how many offers Multiple Provision Types? List the number of cities that offers a Kindergarten to 8th grade span and indicate how many schools are there serving such grade span for each city.",challenging,1.72 วินาที,1.7178010940551758
84,What are the two most common first names among the school administrators? Indicate the district to which they administer.,simple,1.11 วินาที,1.1086399555206299
85,What is the Percent (%) Eligible Free (K-12) in the school administered by an administrator whose first name is Alusine. List the district code of the school.,moderate,1.82 วินาที,1.824174165725708
86,"What is the administrator's last name that oversees the school with Charter number 40? Indicate the district, the county where the school is situated, and the name of the school.",simple,1.01 วินาที,1.0147440433502197
87,"What are the valid e-mail addresses of the administrator of the school located in the San Bernardino county, City of San Bernardino City Unified that opened between 1/1/2009 to 12/31/2010 whose school types are public Intermediate/Middle Schools and Unified Schools?",challenging,1.31 วินาที,1.3111119270324707
88,What is the administrator's email address for the school with the highest number of test takers who received SAT scores of at least 1500?Provide the name of the school.,simple,0.99 วินาที,0.987238883972168
89,How many accounts who choose issuance after transaction are staying in East Bohemia region?,moderate,1.22 วินาที,1.22377610206604
90,How many accounts who have region in Prague are eligible for loans?,simple,2.91 วินาที,2.910472869873047
91,"The average unemployment ratio of 1995 and 1996, which one has higher percentage?",simple,1.69 วินาที,1.6887280941009521
92,List out the no. of districts that have female average salary is more than 6000 but less than 10000?,simple,2.05 วินาที,2.0531158447265625
93,How many male customers who are living in North Bohemia have average salary greater than 8000?,moderate,2.01 วินาที,2.0128839015960693
94,"List out the account numbers of female clients who are oldest and has lowest average salary, calculate the gap between this lowest average salary with the highest average salary?",challenging,3.14 วินาที,3.140780210494995
95,List out the account numbers of clients who are youngest and have highest average salary?,moderate,2.23 วินาที,2.233952760696411
96,How many customers who choose statement of weekly issuance are Owner?,simple,1.30 วินาที,1.2979662418365479
97,List out the id number of client who choose statement of issuance after transaction are Disponent?,simple,1.21 วินาที,1.2079131603240967
98,"Among the accounts who have approved loan date in 1997, list out the accounts that have the lowest approved amount and choose weekly issuance statement.",moderate,1.31 วินาที,1.30649995803833
99,"Among the accounts who have loan validity more than 12 months, list out the accounts that have the highest approved amount and have account opening date in 1993.",moderate,1.71 วินาที,1.710892915725708
100,"Among the account opened, how many female customers who were born before 1950 and stayed in Sokolov?",moderate,1.97 วินาที,1.9731698036193848
101,List out the accounts who have the earliest trading date in 1995 ?,simple,1.15 วินาที,1.1484990119934082
102,State different accounts who have account opening date before 1997 and own an amount of money greater than 3000USD,simple,1.13 วินาที,1.1299231052398682
103,"Which client issued his/her card in 1994/3/3, give his/her client id.",simple,0.87 วินาที,0.8712477684020996
104,"The transaction of 840 USD happened in 1998/10/14, when was this account opened?",simple,0.89 วินาที,0.8909921646118164
105,"There was a loan approved in 1994/8/25, where was that account opened, give the district Id of the branch.",simple,0.99 วินาที,0.9922280311584473
106,What is the biggest amount of transaction that the client whose card was opened in 1996/10/21 made?,simple,1.91 วินาที,1.910728931427002
107,What is the gender of the oldest client who opened his/her account in the highest average salary branch?,simple,2.52 วินาที,2.523106098175049
108,"For the client who applied the biggest loan, what was his/her first amount of transaction after opened the account?",simple,1.83 วินาที,1.8259170055389404
109,How many clients opened their accounts in Jesenik branch were women?,simple,1.31 วินาที,1.3062949180603027
110,What is the disposition id of the client who made 5100 USD transaction in 1998/9/2?,simple,0.99 วินาที,0.9871311187744141
111,How many accounts were opened in Litomerice in 1996?,simple,1.04 วินาที,1.0432140827178955
112,"For the female client who was born in 1976/1/29, which district did she opened her account?",simple,1.17 วินาที,1.1706891059875488
113,"For the client who applied 98832 USD loan in 1996/1/3, when was his/her birthday?",simple,1.20 วินาที,1.1950719356536865
114,"For the first client who opened his/her account in Prague, what is his/her account ID?",simple,1.26 วินาที,1.2579598426818848
115,"For the branch which located in the south Bohemia with biggest number of inhabitants, what is the percentage of the male clients?",challenging,1.37 วินาที,1.3673908710479736
116,"For the client whose loan was approved first in 1993/7/5, what is the increase rate of his/her account balance from 1993/3/22 to 1998/12/27?",challenging,3.14 วินาที,3.141876220703125
117,What is the percentage of loan amount that has been fully paid with no issue.,moderate,1.20 วินาที,1.196559190750122
118,"For loan amount less than USD100,000, what is the percentage of accounts that is still running with no issue.",moderate,0.80 วินาที,0.7984778881072998
119,"For accounts in 1993 with statement issued after transaction, list the account ID, district name and district region.",moderate,1.61 วินาที,1.6097121238708496
120,"From Year 1995 to 2000, who are the accounts holders from 'east Bohemia'. State the account ID the frequency of statement issuance.",moderate,1.61 วินาที,1.6127710342407227
121,List account ID and account opening date for accounts from 'Prachatice'.,simple,1.30 วินาที,1.2973177433013916
122,State the district and region for loan ID '4990'.,simple,1.20 วินาที,1.2033028602600098
123,"Provide the account ID, district and region for loan amount greater than USD300,000.",simple,1.10 วินาที,1.096958875656128
124,"List the loan ID, district and average salary for loan with duration of 60 months.",simple,1.11 วินาที,1.1068699359893799
125,"For loans contracts which are still running where client are in debt, list the district of the and the state the percentage unemployment rate increment from year 1995 to 1996.",challenging,0.95 วินาที,0.9536733627319336
126,Calculate the percentage of account from 'Decin' district for all accounts are opened in 1993.,simple,1.17 วินาที,1.170780897140503
127,List the account IDs with monthly issuance of statements.,simple,0.61 วินาที,0.6121230125427246
128,"List the top nine districts, by descending order, from the highest to the lowest, the number of female account holders.",moderate,1.18 วินาที,1.1790783405303955
129,Which are the top ten withdrawals (non-credit card) by district names for the month of January 1996?,moderate,2.09 วินาที,2.0939178466796875
130,How many of the account holders in South Bohemia still do not own credit cards?,moderate,1.52 วินาที,1.5153310298919678
131,Which district has highest active loan?,moderate,1.19 วินาที,1.1929669380187988
132,What is the average loan amount by male borrowers?,simple,0.89 วินาที,0.8940041065216064
133,"In 1996, which districts have the highest unemployment rate? List their branch location and district name.",simple,1.00 วินาที,1.0038087368011475
134,"In the branch where the largest number of crimes were committed in 1996, how many accounts were opened?",simple,1.10 วินาที,1.1016650199890137
135,"After making a credit card withdrawal, how many account/s with monthly issuance has a negative balance?",moderate,1.41 วินาที,1.4125781059265137
136,"Between 1/1/1995 and 12/31/1997, how many loans in the amount of at least 250,000 per account that chose monthly statement issuance were approved?",moderate,1.30 วินาที,1.3033547401428223
137,How many accounts have running contracts in Branch location 1?,moderate,0.99 วินาที,0.9949829578399658
138,"In the branch where the second-highest number of crimes were committed in 1995 occurred, how many male clients are there?",moderate,1.53 วินาที,1.5329558849334717
139,"How many high-level credit cards have ""OWNER"" type of disposition?",simple,0.79 วินาที,0.7873647212982178
140,"How many accounts are there in the district of ""Pisek""?",simple,0.81 วินาที,0.8077960014343262
141,"Which districts have transactions greater than USS$10,000 in 1997?",simple,1.14 วินาที,1.1429061889648438
142,Which accounts placed orders for household payment in Pisek?,simple,1.27 วินาที,1.2670600414276123
143,What are the accounts that have gold credit cards?,simple,1.40 วินาที,1.4015610218048096
144,"How much is the average amount in credit card made by account holders in a month, in year 2021?",moderate,1.81 วินาที,1.8091180324554443
145,"Who are the account holder identification numbers whose who have transactions on the credit card with the amount is less than the average, in 1998?",moderate,1.69 วินาที,1.6901168823242188
146,Who are the female account holders who own credit cards and also have loans?,simple,1.11 วินาที,1.1120891571044922
147,How many female clients' accounts are in the region of South Bohemia?,simple,1.03 วินาที,1.032745122909546
148,Please list the accounts whose district is Tabor that are eligible for loans.,moderate,1.16 วินาที,1.1621370315551758
149,"Please list the account types that are not eligible for loans, and the average income of residents in the district where the account is located exceeds $8000 but is no more than $9000.",challenging,1.50 วินาที,1.4981157779693604
150,How many accounts in North Bohemia has made a transaction with the partner's bank being AB?,moderate,1.30 วินาที,1.3004517555236816
151,Please list the name of the districts with accounts that made withdrawal transactions.,moderate,1.50 วินาที,1.4964699745178223
152,What is the average number of crimes committed in 1995 in regions where the number exceeds 4000 and the region has accounts that are opened starting from the year 1997?,moderate,0.91 วินาที,0.9117240905761719
153,How many 'classic' cards are eligible for loan?,simple,0.99 วินาที,0.9937188625335693
154,How many male clients in 'Hl.m. Praha' district?,simple,1.20 วินาที,1.1995110511779785
155,How many percent of 'Gold' cards were issued prior to 1998?,simple,1.40 วินาที,1.4034690856933594
156,Who is the owner of the account with the largest loan amount?,simple,1.21 วินาที,1.2063119411468506
157,What is the number of committed crimes in 1995 in the district of the account with the id 532?,simple,1.09 วินาที,1.0933411121368408
158,What is the district Id of the account that placed the order with the id 33333?,simple,1.10 วินาที,1.0956342220306396
159,List all the withdrawals in cash transactions that the client with the id 3356 makes.,simple,1.30 วินาที,1.3000891208648682
160,"Among the weekly issuance accounts, how many have a loan of under 200000?",simple,1.21 วินาที,1.2062909603118896
161,What type of credit card does the client with the id 13539 own?,simple,0.90 วินาที,0.9002947807312012
162,What is the region of the client with the id 3541 from?,simple,1.09 วินาที,1.09378981590271
163,Which district has the most accounts with loan contracts finished with no problems?,moderate,1.10 วินาที,1.0979082584381104
164,Who placed the order with the id 32423?,simple,3.14 วินาที,3.1430141925811768
165,Please list all the transactions made by accounts from district 5.,simple,0.78 วินาที,0.7845897674560547
166,How many of the accounts are from Jesenik district?,simple,0.89 วินาที,0.8894271850585938
167,List all the clients' IDs whose junior credit cards were issued after 1996.,simple,1.20 วินาที,1.195039987564087
168,What percentage of clients who opened their accounts in the district with an average salary of over 10000 are women?,moderate,2.13 วินาที,2.127229928970337
169,What was the growth rate of the total amount of loans across all accounts for a male client between 1996 and 1997?,challenging,1.93 วินาที,1.9304399490356445
170,How many credit card withdrawals were recorded after 1995?,simple,1.40 วินาที,1.3971590995788574
171,What was the difference in the number of crimes committed in East and North Bohemia in 1996?,moderate,1.52 วินาที,1.5164239406585693
172,How many owner and disponent dispositions are there from account number 1 to account number 10?,simple,0.90 วินาที,0.9011609554290771
173,How often does account number 3 request an account statement to be released? What was the aim of debiting 3539 in total?,challenging,1.06 วินาที,1.0576939582824707
174,What year was account owner number 130 born?,simple,0.72 วินาที,0.7215940952301025
175,How many accounts have an owner disposition and request for a statement to be generated upon a transaction?,moderate,1.30 วินาที,1.3004279136657715
176,"What is the amount of debt that client number 992 has, and how is this client doing with payments?",simple,1.09 วินาที,1.0928058624267578
177,"What is the sum that client number 4's account has following transaction 851? Who owns this account, a man or a woman?",simple,1.21 วินาที,1.213775873184204
178,Which kind of credit card does client number 9 possess?,simple,0.89 วินาที,0.8857631683349609
179,"How much, in total, did client number 617 pay for all of the transactions in 1998?",simple,1.20 วินาที,1.1992201805114746
180,"Please provide a list of clients who were born between 1983 and 1987 and whose account branch is in East Bohemia, along with their IDs.",moderate,1.81 วินาที,1.8126299381256104
181,Please provide the IDs of the 3 female clients with the largest loans.,simple,0.89 วินาที,0.8897690773010254
182,How many male customers who were born between 1974 and 1976 have made a payment on their home in excess of $4000?,moderate,1.91 วินาที,1.9109280109405518
183,How many accounts in Beroun were opened after 1996?,simple,0.90 วินาที,0.9041452407836914
184,How many female customers have a junior credit card?,simple,1.10 วินาที,1.0962629318237305
185,What proportion of customers who have accounts at the Prague branch are female?,moderate,1.61 วินาที,1.6104590892791748
186,What percentage of male clients request for weekly statements to be issued?,moderate,1.93 วินาที,1.9273920059204102
187,How many clients who choose statement of weekly issuance are Owner?,simple,0.90 วินาที,0.899277925491333
188,"Among the accounts who have loan validity more than 24 months, list out the accounts that have the lowest approved amount and have account opening date before 1997.",moderate,1.30 วินาที,1.3031108379364014
189,Name the account numbers of female clients who are oldest and have lowest average salary?,moderate,1.19 วินาที,1.1905157566070557
190,How many clients who were born in 1920 stay in east Bohemia?,simple,0.80 วินาที,0.8022158145904541
191,How many loan accounts are for pre-payment of duration of 24 months with weekly issuance of statement.,simple,1.31 วินาที,1.3062450885772705
192,What is the average amount of loan which are still on running contract with statement issuance after each transaction?,moderate,1.20 วินาที,1.1963119506835938
193,List all ID and district for clients that can only have the right to issue permanent orders or apply for loans.,moderate,1.30 วินาที,1.296431303024292
194,"Provide the IDs and age of the client with high level credit card, which is eligible for loans.",moderate,1.52 วินาที,1.5159940719604492
195,What is the most common bond type?,simple,0.79 วินาที,0.7923099994659424
196,"In the non-carcinogenic molecules, how many contain chlorine atoms?",simple,1.42 วินาที,1.4165329933166504
197,Calculate the average number of oxygen atoms in single-bonded molecules.,moderate,1.62 วินาที,1.6216800212860107
198,On average how many carcinogenic molecules are single bonded?,challenging,4.99 วินาที,4.9931640625
199,"In the molecule containing sodium atoms, how many are non-carcinogenic?",simple,1.20 วินาที,1.2012770175933838
200,Find the triple-bonded molecules which are carcinogenic.,simple,0.98 วินาที,0.983957052230835
201,What is the percentage of carbon in double-bond molecules?,moderate,1.21 วินาที,1.2066211700439453
202,How many triple type bonds are there?,simple,0.80 วินาที,0.8006031513214111
203,In how many atoms is there no bromine?,simple,0.53 วินาที,0.5342609882354736
204,"Of the first 100 molecules in number order, how many are carcinogenic?",simple,1.04 วินาที,1.0378081798553467
205,Identify by their ID the molecules in which there is carbon.,simple,0.81 วินาที,0.805678129196167
206,What elements are in the TR004_8_9 bond atoms?,challenging,0.99 วินาที,0.9937012195587158
207,What elements are in a double type bond?,challenging,4.17 วินาที,4.1702189445495605
208,Which type of label is the most numerous in atoms with hydrogen?,moderate,1.09 วินาที,1.0912330150604248
209,Chlorine is in what type of bond?,simple,1.11 วินาที,1.1073849201202393
210,What atoms are connected in single type bonds?,simple,1.81 วินาที,1.8062670230865479
211,Indicate which atoms are connected in non-carcinogenic type molecules.,simple,1.10 วินาที,1.1040949821472168
212,Which element is the least numerous in non-carcinogenic molecules?,challenging,1.28 วินาที,1.2774078845977783
213,What type of bond is there between the atoms TR004_8 and TR004_20?,moderate,1.61 วินาที,1.6093618869781494
214,What type of label is not on molecules with atoms with tin?,simple,1.11 วินาที,1.106039047241211
215,How many atoms with iodine and with sulfur type elements are there in single bond molecules?,challenging,2.04 วินาที,2.0358052253723145
216,Identify all connected atoms with a triple bond.,simple,0.99 วินาที,0.987001895904541
217,Identify all the atoms that are connected to the atoms of the TR181 molecule.,simple,1.52 วินาที,1.5177538394927979
218,What percentage of carcinogenic-type molecules does not contain fluorine?,challenging,1.18 วินาที,1.183835744857788
219,What is the percentage of carcinogenic molecules in triple type bonds?,challenging,1.20 วินาที,1.1964149475097656
220,Please list top three elements of the toxicology of the molecule TR000 in alphabetical order.,challenging,0.69 วินาที,0.6926250457763672
221,What are the atoms that are bonded in the molecule TR001 with the bond ID of TR001_2_6?,simple,1.61 วินาที,1.6094801425933838
222,What is the difference between the number of molecules that are carcinogenic and those that are not?,moderate,0.99 วินาที,0.989814043045044
223,What are the atom IDs of the bond TR000_2_5?,simple,0.69 วินาที,0.6858110427856445
224,What are the bond IDs that have the same atom ID 2 of TR000_2?,simple,1.96 วินาที,1.958162784576416
225,Please list top five molecules that have double bonds in alphabetical order.,simple,1.04 วินาที,1.0446650981903076
226,What is the percentage of double bonds in the molecule TR008? Please provide your answer as a percentage with five decimal places.,moderate,1.44 วินาที,1.4386889934539795
227,What is the percentage of molecules that are carcinogenic? Please provide your answer as a percentage with three decimal places.,simple,0.98 วินาที,0.977886438369751
228,How much of the hydrogen in molecule TR206 is accounted for? Please provide your answer as a percentage with four decimal places.,moderate,1.34 วินาที,1.3350698947906494
229,What is the type of bond that molecule TR000 has when involved in any bonds?,simple,1.26 วินาที,1.264190912246704
230,What are the elements of the toxicology and label of molecule TR060?,challenging,1.09 วินาที,1.0884678363800049
231,Which bond type accounted for the majority of the bonds found in molecule TR010 and state whether or not this molecule is carcinogenic?,challenging,1.51 วินาที,1.509964942932129
232,Please list top three molecules that have single bonds between two atoms and are not carcinogenic in alphabetical order.,moderate,1.09 วินาที,1.0924947261810303
233,Please list top two bonds that happened with the molecule TR006 in alphabetical order.,simple,0.80 วินาที,0.7991840839385986
234,How many bonds which involved atom 12 does molecule TR009 have?,moderate,1.20 วินาที,1.1991870403289795
235,How many molecules are carcinogenic and have the bromine element?,simple,1.00 วินาที,0.9964680671691895
236,What are the bond type and the atoms of the bond ID of TR001_6_9?,moderate,1.21 วินาที,1.212130069732666
237,Which molecule does the atom TR001_10 belong to? Please state whether this molecule is carcinogenic or not.,moderate,1.10 วินาที,1.102550983428955
238,How many molecules have a triple bond type?,simple,0.78 วินาที,0.7798361778259277
239,How many connections does the atom 19 have?,simple,0.76 วินาที,0.7586088180541992
240,"List all the elements of the toxicology of the molecule ""TR004"".",challenging,1.15 วินาที,1.1496078968048096
241,How many of the molecules are not carcinogenic?,simple,0.89 วินาที,0.8852710723876953
242,"Among all the atoms from 21 to 25, list all the molecules that are carcinogenic.",moderate,1.30 วินาที,1.296785831451416
243,What are the bonds that have phosphorus and nitrogen as their atom elements?,moderate,1.92 วินาที,1.9154090881347656
244,Is the molecule with the most double bonds carcinogenic?,moderate,1.32 วินาที,1.3175790309906006
245,What is the average number of bonds the atoms with the element iodine have?,moderate,1.42 วินาที,1.4198410511016846
246,List the bond type and the bond ID of the atom 45.,moderate,0.91 วินาที,0.9073038101196289
247,List all the elements of atoms that can not bond with any other atoms.,challenging,0.80 วินาที,0.8031561374664307
248,"What are the atoms of the triple bond with the molecule ""TR041""?",simple,1.42 วินาที,1.4213991165161133
249,What are the elements of the atoms of TR144_8_19?,challenging,1.72 วินาที,1.7203378677368164
250,"Of all the carcinogenic molecules, which one has the most double bonds?",moderate,1.20 วินาที,1.1994609832763672
251,What is the least common element of all carcinogenic molecules?,moderate,1.19 วินาที,1.1919968128204346
252,What are the atoms that can bond with the atom that has the element lead?,simple,1.62 วินาที,1.620162010192871
253,List the elements of all the triple bonds.,challenging,1.30 วินาที,1.2973439693450928
254,What percentage of bonds have the most common combination of atoms' elements?,moderate,5.82 วินาที,5.820710897445679
255,What proportion of single bonds are carcinogenic? Please provide your answer as a percentage with five decimal places.,moderate,1.72 วินาที,1.7197270393371582
256,Calculate the total atoms consisting of the element carbon and hydrogen.,simple,0.90 วินาที,0.8950493335723877
